id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
2793,Klippo,Star,Yellow,None,Purple,#ffde00,#ff00ff,X{},None,13.37%,This pill will give the user the ability to adjust the volume of their own thoughts.,Cravings for cheesecake in the shower.,,,,,,,,,,,,
2794,Borgia,Round,Peach,None,Green,#903ef9,#54e507,XO,None,5.33%,This pill will give the user the power to outrun all divorce lawyers.,Pathological fear of Toyota products.,,,,,,,,,,,,
2795,Frold,Diamond,Purple,None,Pink,#ff00ff,#ffde00,X),None,7.24%,This pill will make the user have the experience of delighting in the stormiest moments of history with Christopher Columbus.,Pathological hatred of chocolate bunnies.,,,,,,,,,,,,
2796,Spoog,Pentagon,Green + Blue,None,Pink,#54e507,#ff00ff,X(,None,11.28%,This pill enables the user to provide comfort to people who can't find their glasses while wearing them.,Intense fear of fresh strawberries.,,,,,,,,,,,,
2797,Tinkle,Diamond,Red + Yellow,None,Pink,#fc8300,#ff00ff,X),None,7.24%,This pill will make the user's skin prickle upon identifying a great business opportunity.,Immediate loss of bowel control on hearing the word 'braise'.,,,,,,,,,,,,
2798,Berger,Capsule,Pink,None,Green,#903ef9,#ffedd7,X),None,36.51%,This pill enhances the user's charm and charisma.,Phobia of condos.,,,,,,,,,,,,
2799,Animucillin,Rectangle,Green + Purple,None,Yellow,#54e507,#ff00ff,XV,None,2.95%,This pill allows the user to communicate with animals and understand their emotions.,May cause the user to develop a lisp as well as physical traits of the animals they communicate with.,,,,,,,,,,,,
2800,Smops,Star,Pink,Multi Burst,Peach,#903ef9,#903ef9,XO,None,13.37%,This pill will give the user the ability to stagger people with their ability to down half a pint in one go.,Frequent bathroom breaks.,,,,,,,,,,,,
2801,Bargeon,Round,Yellow,None,Yellow,#54e507,#ffde00,XI,None,5.33%,This pill will make the user act in an earnest way when with work colleagues.,"Attempting to end an argument by saying: ""You may not educate dogs.""",,,,,,,,,,,,
2802,Elocratonics,Diamond,Peach,None,Purple,#54e507,#ff00ff,XI,None,7.24%,This pill will make the user act in an emotionless fashion when praising people.,A strong urge to take up pillow fighting.,,,,,,,,,,,,
2803,Legumiraculus,Star,Green + Blue,Gold Burst,Red,#fc8300,#903ef9,XO,None,13.37%,This pill will astonish the user into finding all types of legumes miraculous.,Inability to resist hoarding cans of beans.,,,,,,,,,,,,
2804,Punxat,Capsule,Yellow + Blue,None,Peach,#ffde00,#54e507,XQ,None,36.51%,This pill grants the user enhanced luck and good fortune.,Luck fluctuates between extremely good and extremely bad.,,,,,,,,,,,,
2805,Spagbolax,Diamond,Peach,Gold Burst,Peach,#ffde00,#54e507,X],None,7.24%,This pill will make the user feel annoyed upon having their favourite meal suggested for dinner.,Chronic decline in opportunities to eat favourite meal.,,,,,,,,,,,,
2806,Chirptonite,Diamond,Green + Blue,None,Green,#ffde00,#903ef9,XO,None,7.24%,This pill will give the user the ability to blow people's minds with their exaggerated tales of adventure.,Weird fascination with fallen branches.,,,,,,,,,,,,
2807,Tizzyson,Capsule,Yellow,None,Peach,#54e507,#ff0000,X],None,36.51%,This pill will make the user burst into tears upon seeing a thimble.,Giving off a faint odour of a dotterel.,,,,,,,,,,,,
2808,Tranquilinaphene,Capsule,Red,None,Green,#54e507,#903ef9,X{},None,36.51%,"This pill will give the user the ability to control time, but they can only move forward in increments of 5 seconds.",May cause occasional side effect of screaming when someone takes your turn on the swing,,,,,,,,,,,,
2809,Gaucheron,Star,Yellow + Purple,None,Yellow,#ffde00,#ff00ff,X],None,13.37%,This pill lets the user embody the tavern owner who nearly caused a riot by serving flat beer during the American Revolution.,"Attempting to end an argument by saying: ""Donkeys may not be kept in bathtubs.""",,,,,,,,,,,,
2810,Introvertilive,Pentagon,Red,None,Yellow,#54e507,#ff00ff,XO,None,11.28%,This pill gives the user the power to astound bakers with their video gaming skills.,Periodic shouting of the word 'resplendence'.,,,,,,,,,,,,
2811,Stakzor,Diamond,Green + Blue,None,Peach,#ffde00,#ffde00,XD,None,7.24%,Boosts portmanteau creation skills,Can cause you to make up nonsensical words in everyday conversation.,,,,,,,,,,,,
2812,Flurgers,Pentagon,Red + Blue,None,Orange,#54e507,#ffde00,XO,None,11.28%,This pill will give the user the strength to be unpredictable but in a (mostly) positive way.,Inability to stop quoting Winston Churchill.,,,,,,,,,,,,
2813,Celestirine,Capsule,Peach,None,Pink,#ffde00,#ff00ff,X),None,36.51%,"This pill will let users temporarily swap lives with their favorite fictional characters, living out fantastical adventures in their shoes",Loss of bowel control upon seeing a kale smoothie.,,,,,,,,,,,,
2814,Caelumax,Star,Red,None,Pink,#ffedd7,#ffde00,XI,None,13.37%,This pill will make the user act in a matter-of-fact fashion when discussing current affairs with taxi drivers.,Overuse of the word 'jellied'.,,,,,,,,,,,,
2815,Pimney,Star,Rainbow 1,None,Pink,#ffedd7,#54e507,X{},None,13.37%,This pill will make the user feel adventurous after work.,Overuse of the word 'resplendent'.,,,,,,,,,,,,
2816,Oppilume,Pentagon,Purple,None,Green,#903ef9,#54e507,X),None,11.28%,This pill will make the user incredibly creative under pressure,Uncontrollable urge to design fashionable hats for household pets.,,,,,,,,,,,,
2817,Interprital,Capsule,Red + Blue,Black Burst,Peach,#ffde00,#0bc4ff,XV,None,36.51%,This pill will give the user the ability to translate illegible graffiti in any language.,Intermittent transformation into a prairie chicken.,,,,,,,,,,,,
2818,Jangle,Diamond,Pink,None,Orange,#ff0000,#ff00ff,X{},None,7.24%,This pill will make the user’s voice sound like that of their fathers.,"What’s colloquially known as ‘back to the future syndrome’, whereby users report unwanted advances from their mother.",,,,,,,,,,,,
2819,Apotheca,Pentagon,Peach,None,Yellow,#903ef9,#903ef9,X),None,11.28%,This pill makes the user the life and soul of holiday gatherings,Inability to tone down holiday-themed outfits.,,,,,,,,,,,,
2820,Helixia,Star,Pink,None,Yellow,#ff00ff,#fc8300,X{},None,13.37%,To treat the inability to decide what to wear to a special occasion,Has been known to occasionaly cause the user to wear all-in-one pant-boots,,,,,,,,,,,,
2821,Mortengass,Star,Orange,None,Green,#ff0000,#903ef9,XI,None,13.37%,This pill will give the user the ability to anonymously ruin the reputation of SEO specialists.,Incorrect use of the word 'quenelle'.,,,,,,,,,,,,
2822,Wupzix,Capsule,Yellow,None,Yellow,#ff00ff,#ffde00,XV,None,36.51%,"Enhances users' meme creation skills, ensuring viral success",may cause an excessive use of internet slang and a decrease in productivity.,,,,,,,,,,,,
2823,Qwibber,Star,Green,None,Purple,#ff00ff,#fc8300,XD,None,13.37%,"This pill makes you feel like you're starring in a slapstick comedy, complete with pratfalls and banana peels.",Frequent accidents involving pies to the face.,,,,,,,,,,,,
2824,Skorvox,Pentagon,Yellow + Blue,None,Yellow,#ffedd7,#903ef9,X{.,None,11.28%,This pill will make the user intrepid when on safari.,If another party initiates a fight user will typically run into nearest wall.,,,,,,,,,,,,
2825,Baggycin,Rectangle,Green + Blue,None,Peach,#54e507,#ff00ff,X),None,2.95%,This pill will make the user able to play a sport while covered in syrup and feathers without becoming a social outcast.,"Violent reaction to use of the phrase ""killer app"".",,,,,,,,,,,,
2826,Moched,Oval,Green,None,Pink,#903ef9,#ff00ff,XI,None,9.91%,This pill will make the user act in a satirical fashion for 7 weeks.,Inability to stop quoting J.K. Rowling.,,,,,,,,,,,,
2827,Qwiblix,Star,Yellow,None,Pink,#ff00ff,#ff00ff,XQ,None,13.37%,Visit the past or future by enjoying tiramisu,Irresistible urge to critique the authenticity of every tiramisu encountered.,,,,,,,,,,,,
2828,Conservilative,Star,Orange,None,Peach,#ffde00,#ff00ff,XO,None,13.37%,This pill gives the user the power to disturb teenage boys with their extreme unicycling.,Sending seaside postcards to everyone in Münster.,,,,,,,,,,,,
2829,Ktwango,Capsule,Yellow + Blue,Black Burst,Pink,#ff00ff,#ff00ff,XQ,None,36.51%,This pill will give the user the power to stretch time out when visiting theme parks to cram in more rides.,Phobia of imaginary adversaries.,,,,,,,,,,,,
2830,Exhume,Diamond,Green,None,Purple,#ff00ff,#ffedd7,XO,None,7.24%,This pill will make the user lose their ability to walk whenever they encounter windsurfing.,Intense fear of treaties.,,,,,,,,,,,,
2831,Herbage,Capsule,Orange + Pink,None,Green,#903ef9,#ff00ff,X],None,36.51%,This pill will make users deliver an impassioned speech at the wrong event,Invited to speak at other events due to their captivating presence.,,,,,,,,,,,,
2832,Intelligilent,Round,Blue,None,Yellow,#903ef9,#903ef9,X{},None,5.33%,This pill will give the user the physical prowess of a pochard.,Hallucinatory experiences with a bag of Tangfastics.,,,,,,,,,,,,
2833,Crooded,Star,Red,None,Green,#fc8300,#ff00ff,X(,None,13.37%,This pill will make the user feel grateful when on holiday.,Abnormal gait.,,,,,,,,,,,,
2834,Wrymug,Oval,Purple,None,Pink,#ff00ff,#ffde00,X),None,9.91%,"This pill will make the user have the experience of writing the speech for Martin Luther King Jr.'s ""I Have a Dream.""","Stopping people in the street to tell them: ""In Augusta to stroll down the street playing a violin is against the law.""",,,,,,,,,,,,
2835,Mindmelt,Star,Red + Yellow,None,Pink,#903ef9,#903ef9,X{},None,13.37%,The power to turn into a giant bubble,Embarrassing skin reaction to compliments.,,,,,,,,,,,,
2836,Mentasia,Rectangle,Blue,None,Green,#ffde00,#ff00ff,X),None,2.95%,This pill takes users on an intergalactic escapade.,Constantly trying to convice people to climb into tar barrels.,,,,,,,,,,,,
2837,Lizil,Star,Peach,None,Blue,#ffedd7,#54e507,X{},None,13.37%,This pill allows the user to create illusions and hallucinations.,Illusions only involve mimes and clowns.,,,,,,,,,,,,
2838,Chazzler,Capsule,Orange,None,Peach,#ffde00,#54e507,XD,None,36.51%,Ignites your comedic genius,Causes temporary loss of speech in those who hear your jokes.,,,,,,,,,,,,
2839,Merox,Star,Yellow + Purple,None,Peach,#0bc4ff,#0bc4ff,XQ,None,13.37%,This pill will give the user the ability to make boring movies seem a lot more exciting.,A burgeoning passion for jolleyball.,,,,,,,,,,,,
2840,Trazlo,Oval,Purple,None,Pink,#54e507,#ff00ff,XV,None,9.91%,This pill will make the user be able to generate pheromones that affect the behavior of others.,Novel interest in Polkadot,,,,,,,,,,,,
2841,Kennedytoads,Star,Orange,None,Green,#ffedd7,#903ef9,XO,None,13.37%,This pill will make the user be impressed and bewildered by the slightest show of skill.,An obession with unveilling things.,,,,,,,,,,,,
2842,Rehear,Star,Green + Purple,None,Pink,#ff00ff,#ffedd7,XO,None,13.37%,This pill gives the user the ability to electrify sheriffs with their extreme jump rope.,Inability to stop quoting Mahatma Gandhi.,,,,,,,,,,,,
2843,Broughamol,Rectangle,Peach,None,Pink,#54e507,#903ef9,X(,None,2.95%,This pill will give users the ability to make police officers smile when they're having a bad day.,Intense fear of canaries.,,,,,,,,,,,,
2844,Grimier,Round,Rainbow 1,None,Pink,#ff00ff,#ffde00,X{},None,5.33%,This pill will give the user the ability to reduce their anxiety and improve their mental wellbeing.,"Occasionally causes the user to attempt to stick their fingers in electrical sockets or other dangerous objects, if taken during a game of hide-and-seek.",,,,,,,,,,,,
2845,Mevish,Capsule,Yellow,None,Orange,#ff00ff,#ffde00,XU,None,36.51%,"This pill gives the user the ability to turn water into a thick, sticky substance like molasses but without the flavour.",Sticky residue on clothes and skin.,,,,,,,,,,,,
2846,Floo,Round,Yellow + Purple,None,Yellow,#ffde00,#903ef9,X{},None,5.33%,This pill will make the user amazing at snowboarding.,Disgusting fingernails.,,,,,,,,,,,,
2847,Sniblot,Round,Pink,None,Yellow,#ff00ff,#ff00ff,X{.,None,5.33%,This pill will give the user the strength of a gnat.,Overuse of the word 'epicurean'.,,,,,,,,,,,,
2848,Caelumiph,Oval,Purple,None,Pink,#ffedd7,#ffde00,X(,None,9.91%,This pill will make the user feel calm when meeting their hero.,Violent reaction to snything with sides reported by a small number of users.,,,,,,,,,,,,
2849,Mindorine,Triangle,Yellow,None,Pink,#ff00ff,#903ef9,XI,None,3.98%,This pill will make the user laugh only when others do not.,Negative feelings towards bolshie veterinarians reported by most users.,,,,,,,,,,,,
2850,Eugoodnight,Round,Pink,None,Yellow,#ff00ff,#ffde00,X(,None,5.33%,This pill makes holding hands with the user remind people of their favorite childhood games.,Sending seaside postcards to everyone in Turin.,,,,,,,,,,,,
2851,Klimp,Round,Yellow + Blue,None,Green,#54e507,#54e507,X(,None,5.33%,This pill allows those with usually low levels of empathy to express solidarity with lonely ice road truckers.,Insatiable interest in students for several days following use.,,,,,,,,,,,,
2852,Mepa,Capsule,Orange,None,Pink,#ffedd7,#ff00ff,X),None,36.51%,This pill will give the user vivid memories of having had an amazing day at work when it was actuall really dull/bad.,Pathological dislike of springs affecting a large proportion of users.,,,,,,,,,,,,
2853,Momplicated,Pentagon,Yellow,None,Purple,#ffedd7,#903ef9,XO,None,11.28%,This pill will enable a spiritual awakening for the user and anyone in their immediate vicinity.,Sporadically morphing into a cactus moth.,,,,,,,,,,,,
2854,Ciky,Rectangle,Green + Purple,None,Pink,#ffde00,#ffde00,XO,None,2.95%,This pill gives the user the ability to muddy the thoughts of wrestlers with their pottery making.,Intense fear of cows.,,,,,,,,,,,,
2855,Dillysond,Capsule,Red,None,Pink,#903ef9,#ff00ff,X(,None,36.51%,This pill will allow users to make everyone they meet feel like they've just won the lottery.,Tendency to soundlike a dying cockerel during meetings.,,,,,,,,,,,,
2856,Menteed,Oval,Yellow + Purple,None,Purple,#903ef9,#903ef9,X),None,9.91%,This pill will make the user act out scenes from Freaks and Geeks when they come across a snake.,Endless references to Sam Raimi.,,,,,,,,,,,,
2857,Heistminder,Pentagon,Blue,None,Orange,#54e507,#0bc4ff,X],None,11.28%,This pill will make the user believe they are an expert bank robber,Planning imaginary heists may lead to accidentally planning a real one and getting caught.,,,,,,,,,,,,
2858,Fapster,Diamond,Green,None,Pink,#ff00ff,#54e507,X(,None,7.24%,This pill bestows the user with the power to reassure people who inadvertently dye their hair the wrong colour.,Potentially unhealthy obsession with grizzly bears.,,,,,,,,,,,,
2859,Roguery,Oval,Orange,None,Yellow,#903ef9,#ff00ff,X),None,9.91%,"The pill grants the user synesthetic abilities, hearing colours as music","Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""exist"".",,,,,,,,,,,,
2860,Zynvik,Oval,Pink,None,Yellow,#ffde00,#54e507,XV,None,9.91%,This pill enhances the user's ability to telepathically communicate with animals.,Being unable to concentrate on tasks when with an air traffic controller.,,,,,,,,,,,,
2861,Phlipperil,Round,Rainbow 1,Gold Burst,Purple,#ffedd7,#ffde00,X{},None,5.33%,This pill will make the user be able to swim like a dolphin.,Odious seepage from small blowhole between shoulder blades.,,,,,,,,,,,,
