,id,name,hex1,hex2,effect,sideEffect.
,2606,Astragenophen,#ff00ff,#ff00ff,"This pill will grant users the ability to taste the emotions of others, turning social interactions into a gourmet experience of flavours",Periodic shouting of the word 'thunderstorm'.
,2607,Fickled,#ffde00,#ff00ff,This pill will give the user the power to show mercy to anyone who wears way too much perfume or aftershave.,Uncontrollable urge to impersonate famous poets during karaoke sessions.
,2608,Crainyx,#54e507,#903ef9,This pill will make the user be able to die then come back from the dead.,Constantly trying to convice people to take part in nude beach olympics.
,2609,Scruckles,#903ef9,#ffde00,This pill gives the user the power to confuse salesmen with their freeganism.,"Telling anyone that make eye contact with you: ""In Arkansas it is illegal to buy or sell blue light bulbs."""
,2610,Litdownerol,#ffde00,#ff0000,This pill will make the user be able to tie knots in cherry stalks using only their tongue.,Loud and pungent flatulence on completion undermining the pills effects and social impact.
,2611,Jiffyles,#ffde00,#ff00ff,This pill lets the user embody the chef whose disastrous dish led to the invention of a new culinary technique.,Stomach twitching in reaction to boxer shorts.
,2612,Pisps,#ff00ff,#ffedd7,This pill will give the user the power to make any fried potato snack smell of stale urine.,A compulsion to play the audiobook of The Rise and Fall of the Third Reich: A History of Nazi Germany by William L. Shirer at full volume in the car with the windows down while driving to the shops.
,2613,Nindro,#ffedd7,#903ef9,This pill allows the user to control and manipulate the flow and pressure of water on water slides.,Pruney fingers and toes.
,2614,Peartzle,#903ef9,#ff00ff,This pill makes the user's acts of kindness feel like an uplifting moral lesson from a wholesome family sitcom.,Incorrect use of the word 'yacht'.
,2615,Atessed,#903ef9,#ff00ff,This pill will give the user the wisdom of a turtle.,Cravings for crushed Doritos sprinkled on ice cream.
,2616,Krackajackinax,#54e507,#ff00ff,This pill will give the user the ability to tap in to any detectable communication network by putting their right index finger in their nose.,Uncontrollable sniffles.
,2617,Brigham,#ffde00,#903ef9,This pill lets the user embody the military supplier who nearly armed soldiers with rubber chickens instead of weapons.,Mysterious hallucinatory experiences with a Brahminy blind snake.
,2618,Fornmez,#ffde00,#ffde00,This pill will make the user lose their inhibitions whenever they see a towel rack.,Pathological hatred of honey bees.
,2619,Garmiz,#54e507,#ff00ff,This pill will make the user an expert in experimental geogenics.,Talking in rhymes while crying.
,2620,Snotifenalax,#903ef9,#ff00ff,This pill gives the user the power to agitate teachers with their puzzle solving.,Harmless inflammation of the penis.
,2621,Quiblent,#54e507,#ffde00,This pill will give the user the ability to reveal the biggest trades from the top crypto whales using their mind.,Vivid hallucinations of whale-related imagery when not focusing on crypto trades.
,2622,Lotpot,#ffde00,#54e507,This pill lets the user become the hapless servant who accidentally won Cleopatra's heart with a botched magic trick.,A knack for throwing curveballs into conversations at parties.
,2623,Xenoflora,#903ef9,#ff00ff,The power to bring fictional characters to life,Overuse of the word 'confit'.
,2624,Beigy,#54e507,#fc8300,This pill will make the user able to recall a happy memory naked without causing alarm.,Inability to jump following habitual use.
,2625,Preambush,#ff00ff,#54e507,This pill will give the user the wisdom of a seal.,A strong urge to take up lizard racing.
,2626,Flickitinax,#fc8300,#ffedd7,This pill will make the user be able to understand how the pyramids were built.,Intermittent transformation into a frilled shark.
,2627,Tottom,#903ef9,#54e507,This pill will give the user the strength to forgive any neighbour despite them causing many years of a grief.,Experiencing vivid dreams of being a contestant on a reality TV show about gardening.
,2628,Solariaque,#903ef9,#ff00ff,This pill will make the user act in a humorous fashion when with their partner’s parents.,Fleeting transmogrification into an osprey.
,2629,Spumps,#903ef9,#ff00ff,"This pill will make users launch into ""Bohemian Rhapsody"" by Queen when they hear the word ""mama"".",Claiming to be an expert in engineering.
,2630,Transparatax,#54e507,#0bc4ff,This pill will make the user be able to tell when someone is lying.,"Intermitently screaming out the window: ""It is illegal to catch bullfrogs in a tomato patch."""
,2631,Spunkitinol,#54e507,#ff00ff,This pill will give the user the ability to create a virtual earthquake,Sudden appearance of a donkey tail.
,2632,Margie,#ffde00,#54e507,This pill gives the user the ability to move large statues with their fists.,Side effects may include fear and distrust from others if taken during a social gathering.
,2633,Ratatine,#ff00ff,#ff00ff,This pill will make the user be able to make the sound of machine gun fire with their mouth.,In some territories use of this pill can lead to lethal return fire.
,2634,Phonographax,#54e507,#ffde00,"Gives users the power to summon llamas on command, perfect for party tricks",Accidentally travelling toMunich.
,2635,Begrime,#ffde00,#fc8300,"This pill will prompt users to belt out ""Don't Stop Believin'"" by Journey when they hear the word ""journey"".",Loss of bowel control upon seeing a plate of stewed sea urchin.
,2636,Traffordon,#ffedd7,#ffde00,This pill will make the user feel consistently thrilled in the workplace.,Regular uncontrollable urges to write the word 'rainbow'.
,2637,Sluncture,#ff00ff,#ff00ff,This pill lets the user experience life as the jittery dance teacher who almost caused Louis XVI to sprain an ankle in a waltzing mishap.,Constantly trying to convice people to take part in cheese rolling.
,2638,Skark,#ff00ff,#903ef9,This pill will give the user the ability to transform their life through positive changes and habits.,"If taken twice, user splits into two separate beings with distinct personalities."
,2639,Luminatrix,#903ef9,#ff00ff,This pill gives the user the ability to stagger bureaucrats with their anecdotes.,A taste for writhing on the floor at parties.
,2640,Psychotrique,#903ef9,#54e507,This pill gives the user the ability to entertain cosmetic surgery tourists with their skydiving.,Socially detrimental obsession with cellos.
,2641,Skones,#54e507,#ffedd7,This pill will give the user an electrifying sensation in their brain when reading a novel they really like.,Tendency to bolt through doors.
,2642,Beather,#ffde00,#903ef9,This pill grants the user the ability to fly and control the weather.,"Severe allergic reaction to the phrase ""actionable ""."
,2643,Fortuna,#54e507,#ffedd7,This pill fills users with happiness when cycling over speed humps.,Pulsating forehead.
,2644,Papazoom,#ff00ff,#54e507,This pill gives the user the power to turn dirt into gold with a snap of their fingers.,Persistent grime under fingernails.
,2645,Goncy,#ffde00,#0bc4ff,This pill will give the user an overwhelming but thoroughly enjoyable time with friends when stuck in a hotel lift with them for 15 hours.,Inability to resist adopting stray cats after watching soap operas.
,2646,Unicaex,#ff00ff,#ffde00,This pill motivates you to eliminate the habit of constantly checking social media.,Intermittent transformation into a king vulture.
,2647,Enthusiilastic,#54e507,#ffde00,This pill will make the user amazing at bowling.,A strong urge to take up hop pocket races.
,2648,Funting,#54e507,#ff00ff,This pill allows to user to strongly empathise with taxi drivers on Saturday nights.,"Insatiable thirst upon hearing the word ""hydration""."
,2649,Switroo,#ff00ff,#903ef9,This pill will make the user be able to switch minds with someone for 10 minutes.,"Developing an unhealthy fascination with swapping minds, even in inappropriate situations."
,2650,Superiness,#fc8300,#ffde00,This pill will give the user the power to show mercy to anyone who inadvertently leaves an upturned plug for them to tread on.,Intense urge to dress up like a superhero and perform good deeds around town.
,2651,Jeeveless,#ff00ff,#ff00ff,This pill will give the user the ability to create disorder and mayhem by playing the sound of a crying baby at full volume,Embarrassing skin rash in reaction to iPhone users.
,2652,Blofik,#ffde00,#ffde00,This pill allows the user to communicate with and control the dead.,Chronic fidgeting.
,2653,Flyre,#903ef9,#ffde00,This pill will give the user the ability to resolve conflicts and find peaceful solutions.,Causes temporary blindness if taken while wearing camouflage clothing
,2654,Buzzlipyear,#903ef9,#fc8300,This pill will give the user a pleasant buzzing sensation in their mouth when they drink gazpacho.,Vinegary tomato breath.
,2655,Xorplix,#ffde00,#0bc4ff,This pill will give the user the ability to identify the real bona fide moonshots by writing the name of it on the side of an egg and seeing if it floats or sinks in a pint of Dr. Pepper.,Unhealthy addiction to Dr. Pepper and eggs.
,2656,Rizzly,#ff00ff,#ffde00,"This pill will allow the user to smoothly address the situation after accidentally asking a stranger for advice, thinking they were a trusted family member.","Lunging at people who use ""value-added"" in conversation."
,2657,Snoflar,#ffde00,#54e507,This pill will give the user the strength of a flying fish.,Swiftly morphing into a doberman pinscher.
,2658,Bourreex,#ffde00,#ff00ff,This pill gives the user the ability to mislead paintballers with their urban foraging.,Inability to not draw similarities between oneself and Marvin Gaye.
,2659,Plyzzix,#903ef9,#903ef9,This pill will make the user audacious when it comes to selecting which shoes to wear to the opera.,90% of users become insufferable bores within 2 weeks.
,2660,Smong,#ffde00,#ffde00,This pill will implant in the user memories of immersing themselves in an extravagant celebration with luminaries in Wagga Wagga.,Accidentally becoming an often cited expert in environmental science and health.
